Date,Year,Temp Avg (°C),Precipitation (mm),Windspeed (km/h),Humidity (%),Temp Avg (°C)_norm,Precipitation (mm)_norm,Windspeed (km/h)_norm,Humidity (%)_norm,Qty (Sales)_BRUSHETTA CLASSICA - 2502,Qty (Sales)_FOC ROSEMARY - 7512,Qty (Sales)_LASAGNE - 3513,Qty (Sales)_MOZZARELLA FRITTA - 2003,Qty (Sales)_NONNAS BURGER - 6502,Qty (Sales)_ONION RINGS - 7507,Qty (Sales)_PENNE ARRABBIATA - 3500,Qty (Sales)_PENNE CON POLLO - 3507,Qty (Sales)_PENNE SALSICCIA - 3506,Qty (Sales)_PZ MARGHERITA - 4500,Qty (Sales)_PZ MESSICANA - 4504,Qty (Sales)_RIBEYE STEAK - 6501,Qty (Sales)_SKINNY FRIES - 7510,Qty (Sales)_SPAG BOLGNESE - 3504,Qty (Sales)_SPAG CARBONARA - 3503,Qty (Sales)_SPAG POMODORO - 3502,Qty (Sales)_TA FOC ROSE - 25600,Qty (Sales)_TA LASAGNE - 25200,Qty (Sales)_TA MARG PZ - 25300,Qty (Sales)_TA NONNAS BURGER - 25106,Qty (Sales)_TA PENNE ARRABBIATA - 25208,Qty (Sales)_TA PENNE POLLO - 25206,Qty (Sales)_TA PENNE SALSICCIA - 25204,Qty (Sales)_TA SKINNY FRIES - 25505,Qty (Sales)_TA SPAG BOLOGNESE - 25203,Qty (Sales)_TA SPAG CARBONARA - 25202,Qty (Sales)_TA SPAG POMODORO - 25209,Gross Rev._BRUSHETTA CLASSICA - 2502,Gross Rev._FOC ROSEMARY - 7512,Gross Rev._LASAGNE - 3513,Gross Rev._MOZZARELLA FRITTA - 2003,Gross Rev._NONNAS BURGER - 6502,Gross Rev._ONION RINGS - 7507,Gross Rev._PENNE ARRABBIATA - 3500,Gross Rev._PENNE CON POLLO - 3507,Gross Rev._PENNE SALSICCIA - 3506,Gross Rev._PZ MARGHERITA - 4500,Gross Rev._PZ MESSICANA - 4504,Gross Rev._RIBEYE STEAK - 6501,Gross Rev._SKINNY FRIES - 7510,Gross Rev._SPAG BOLGNESE - 3504,Gross Rev._SPAG CARBONARA - 3503,Gross Rev._SPAG POMODORO - 3502,Gross Rev._TA FOC ROSE - 25600,Gross Rev._TA LASAGNE - 25200,Gross Rev._TA MARG PZ - 25300,Gross Rev._TA NONNAS BURGER - 25106,Gross Rev._TA PENNE ARRABBIATA - 25208,Gross Rev._TA PENNE POLLO - 25206,Gross Rev._TA PENNE SALSICCIA - 25204,Gross Rev._TA SKINNY FRIES - 25505,Gross Rev._TA SPAG BOLOGNESE - 25203,Gross Rev._TA SPAG CARBONARA - 25202,Gross Rev._TA SPAG POMODORO - 25209,Net Rev._BRUSHETTA CLASSICA - 2502,Net Rev._FOC ROSEMARY - 7512,Net Rev._LASAGNE - 3513,Net Rev._MOZZARELLA FRITTA - 2003,Net Rev._NONNAS BURGER - 6502,Net Rev._ONION RINGS - 7507,Net Rev._PENNE ARRABBIATA - 3500,Net Rev._PENNE CON POLLO - 3507,Net Rev._PENNE SALSICCIA - 3506,Net Rev._PZ MARGHERITA - 4500,Net Rev._PZ MESSICANA - 4504,Net Rev._RIBEYE STEAK - 6501,Net Rev._SKINNY FRIES - 7510,Net Rev._SPAG BOLGNESE - 3504,Net Rev._SPAG CARBONARA - 3503,Net Rev._SPAG POMODORO - 3502,Net Rev._TA FOC ROSE - 25600,Net Rev._TA LASAGNE - 25200,Net Rev._TA MARG PZ - 25300,Net Rev._TA NONNAS BURGER - 25106,Net Rev._TA PENNE ARRABBIATA - 25208,Net Rev._TA PENNE POLLO - 25206,Net Rev._TA PENNE SALSICCIA - 25204,Net Rev._TA SKINNY FRIES - 25505,Net Rev._TA SPAG BOLOGNESE - 25203,Net Rev._TA SPAG CARBONARA - 25202,Net Rev._TA SPAG POMODORO - 25209,Day of the Week_Friday,Day of the Week_Monday,Day of the Week_Saturday,Day of the Week_Sunday,Day of the Week_Thursday,Day of the Week_Tuesday,Day of the Week_Wednesday,Is_Holiday,Is_Weekend,Month,Quarter,Dish_Type_Side,Dish_Type_Starter,Total_Daily_Sales
2022-06-19,2022,13.5,0.4571999999999999,27.4,68.8,0.8072260971709133,-0.6193609142032925,0.2466967018650668,-1.7274870432138392,10.0,4.0,3.0,5.0,0.0,0.0,3.0,4.0,8.0,10.0,5.0,2.0,11.0,4.0,6.0,2.0,1.0,0.0,17.0,0.0,1.0,4.0,4.0,6.0,2.0,0.0,0.0,59.5,23.8,29.85,32.5,0.0,0.0,28.5,47.8,95.6,89.5,59.75,47.9,37.95,39.8,65.7,17.9,4.95,0.0,110.5,0.0,7.5,31.8,31.8,15.0,15.9,0.0,0.0,49.58,19.83,24.88,27.08,0.0,0.0,23.75,39.83,79.67,74.58,49.79,39.92,31.62,33.17,54.75,14.92,4.12,0.0,92.08,0.0,6.25,26.5,26.5,12.5,13.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,6,2,0,0,112.0
2022-06-20,2022,13.3,0.0,23.8,70.3,0.7654098148167574,-0.6228339260418585,-0.1311115338583572,-1.5348344199216362,7.0,5.0,1.0,2.0,3.0,1.0,7.0,2.0,4.0,2.0,5.0,0.0,6.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,41.65,29.75,9.95,13.0,38.85,3.95,66.5,23.9,47.8,17.9,59.75,0.0,20.7,19.9,43.8,0.0,4.95,0.0,13.0,0.0,0.0,0.0,15.9,10.0,7.95,7.5,0.0,34.71,24.79,8.29,10.83,32.38,3.29,55.42,19.92,39.83,14.92,49.79,0.0,17.25,16.58,36.5,0.0,4.12,0.0,10.83,0.0,0.0,0.0,13.25,8.33,6.62,6.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,6,2,0,0,62.0
2022-06-21,2022,14.5,19.812,17.8,86.1,1.0163075089416933,-0.4723367463706667,-0.7607919267307309,0.4944398787562346,5.0,7.0,4.0,9.0,1.0,1.0,3.0,5.0,4.0,5.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,29.75,41.65,39.8,58.5,12.95,3.95,28.5,59.75,47.8,44.75,95.6,0.0,13.8,9.95,21.9,0.0,0.0,0.0,26.0,0.0,7.5,0.0,23.85,2.5,0.0,0.0,0.0,24.79,34.71,33.17,48.75,10.79,3.29,23.75,49.79,39.83,37.29,79.67,0.0,11.5,8.29,18.25,0.0,0.0,0.0,21.67,0.0,6.25,0.0,19.88,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,6,2,0,0,68.0
2022-06-22,2022,14.2,4.5466,24.2,82.2,0.9535830854104592,-0.5882967527583415,-0.0891328410001991,-0.0064569418034919,6.0,7.0,4.0,4.0,1.0,0.0,5.0,8.0,3.0,1.0,2.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,35.7,41.65,39.8,26.0,12.95,0.0,47.5,95.6,35.85,8.95,23.9,23.95,24.15,9.95,76.65,8.95,4.95,7.95,19.5,0.0,0.0,7.95,15.9,12.5,0.0,0.0,6.95,29.75,34.71,33.17,21.67,10.79,0.0,39.58,79.67,29.88,7.46,19.92,19.96,20.12,8.29,63.88,7.46,4.12,6.62,16.25,0.0,0.0,6.62,13.25,10.42,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,6,2,0,0,72.0
2022-06-23,2022,16.5,0.0,23.2,79.2,1.4344703324832535,-0.6228339260418585,-0.1940795731455947,-0.3917621883878978,4.0,4.0,4.0,11.0,2.0,1.0,11.0,10.0,15.0,12.0,3.0,0.0,13.0,0.0,7.0,6.0,2.0,1.0,7.0,0.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,23.8,23.8,39.8,71.5,25.9,3.95,104.5,119.5,179.25,107.4,35.85,0.0,44.85,0.0,76.65,53.7,9.9,7.95,45.5,0.0,22.5,7.95,15.9,5.0,31.8,7.5,13.9,19.83,19.83,33.17,59.58,21.58,3.29,87.08,99.58,149.38,89.5,29.88,0.0,37.38,0.0,63.88,44.75,8.25,6.62,37.92,0.0,18.75,6.62,13.25,4.17,26.5,6.25,11.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,6,2,0,0,128.0
2022-06-24,2022,16.5,31.7246,21.8,78.1,1.4344703324832535,-0.3818454934658091,-0.3410049981491484,-0.5330407788021811,15.0,6.0,2.0,11.0,0.0,0.0,7.0,16.0,14.0,19.0,4.0,2.0,17.0,3.0,9.0,2.0,1.0,4.0,7.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,89.25,35.7,19.9,71.5,0.0,0.0,66.5,191.2,167.3,170.05,47.8,47.9,58.65,29.85,98.55,17.9,4.95,31.8,45.5,0.0,15.0,0.0,23.85,10.0,15.9,0.0,0.0,74.38,29.75,16.58,59.58,0.0,0.0,55.42,159.33,139.42,141.71,39.83,39.92,48.88,24.88,82.12,14.92,4.12,26.5,37.92,0.0,12.5,0.0,19.88,8.33,13.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,2,0,0,150.0
2022-06-25,2022,14.2,114.9604,38.1,72.3,0.9535830854104592,0.2504356062553388,1.3696267358208,-1.277964255532032,12.0,10.0,9.0,10.0,2.0,2.0,16.0,11.0,12.0,10.0,9.0,5.0,20.0,5.0,10.0,5.0,1.0,3.0,8.0,1.0,2.0,0.0,4.0,6.0,2.0,0.0,0.0,71.4,59.5,89.55,65.0,25.9,7.9,152.0,131.45,143.4,89.5,107.55,119.75,69.0,49.75,109.5,44.75,4.95,23.85,52.0,8.5,15.0,0.0,31.8,15.0,15.9,0.0,0.0,59.5,49.58,74.62,54.17,21.58,6.58,126.67,109.54,119.5,74.58,89.62,99.79,57.5,41.46,91.25,37.29,4.12,19.88,43.33,7.08,12.5,0.0,26.5,12.5,13.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,6,2,0,0,175.0
2022-06-26,2022,12.3,83.9216,37.9,81.4,0.5563284030459773,0.0146566914371384,1.3486373893917207,-0.1092050075593331,14.0,5.0,4.0,8.0,2.0,1.0,3.0,12.0,12.0,3.0,3.0,0.0,10.0,2.0,10.0,1.0,2.0,3.0,10.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,83.3,29.75,39.8,52.0,25.9,3.95,28.5,143.4,143.4,26.85,35.85,0.0,34.5,19.9,109.5,8.95,9.9,23.85,65.0,8.5,15.0,31.8,15.9,10.0,7.95,7.5,0.0,69.42,24.79,33.17,43.33,21.58,3.29,23.75,119.5,119.5,22.38,29.88,0.0,28.75,16.58,91.25,7.46,8.25,19.88,54.17,7.08,12.5,26.5,13.25,8.33,6.62,6.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,6,2,0,0,120.0
2022-06-27,2022,12.9,79.5782,22.1,80.7,0.6817772501084454,-0.0183369210292382,-0.3095209785055297,-0.1991095650956949,2.0,5.0,11.0,3.0,0.0,0.0,8.0,6.0,5.0,8.0,3.0,1.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,11.9,29.75,109.45,19.5,0.0,0.0,76.0,71.7,59.75,71.6,35.85,23.95,24.15,19.9,65.7,8.95,0.0,0.0,0.0,0.0,15.0,7.95,7.95,2.5,0.0,30.0,0.0,9.92,24.79,91.21,16.25,0.0,0.0,63.33,59.75,49.79,59.67,29.88,19.96,20.12,16.58,54.75,7.46,0.0,0.0,0.0,0.0,12.5,6.62,6.62,2.08,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,6,2,0,0,77.0
2022-06-28,2022,13.1,116.8146,33.7,85.0,0.7235935324626012,0.2645205987117453,0.9078611143810597,0.3531612883419532,7.0,1.0,3.0,8.0,2.0,0.0,9.0,6.0,6.0,10.0,3.0,0.0,11.0,3.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,41.65,5.95,29.85,52.0,25.9,0.0,85.5,71.7,71.7,89.5,35.85,0.0,37.95,29.85,87.6,0.0,0.0,23.85,13.0,0.0,0.0,0.0,7.95,2.5,15.9,0.0,0.0,34.71,4.96,24.88,43.33,21.58,0.0,71.25,59.75,59.75,74.58,29.88,0.0,31.62,24.88,73.0,0.0,0.0,19.88,10.83,0.0,0.0,0.0,6.62,2.08,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,6,2,0,0,86.0
2022-06-29,2022,14.1,40.6908,20.2,79.9,0.9326749442333812,-0.3137358724094877,-0.5089197695817815,-0.3018576308515361,4.0,8.0,7.0,5.0,3.0,1.0,2.0,2.0,7.0,8.0,0.0,1.0,15.0,3.0,12.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,23.8,47.6,69.65,32.5,38.85,3.95,19.0,23.9,83.65,71.6,0.0,23.95,51.75,29.85,131.4,0.0,4.95,7.95,13.0,0.0,7.5,0.0,15.9,5.0,15.9,15.0,0.0,19.83,39.67,58.04,27.08,32.38,3.29,15.83,19.92,69.71,59.67,0.0,19.96,43.12,24.88,109.5,0.0,4.12,6.62,10.83,0.0,6.25,0.0,13.25,4.17,13.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,6,2,0,0,91.0
2022-06-30,2022,12.9,122.9614,11.1,84.6,0.6817772501084454,0.3112133134302433,-1.4639350321048816,0.3017872554640317,6.0,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,35.7,5.95,29.85,13.0,12.95,0.0,0.0,47.8,47.8,26.85,23.9,47.9,3.45,9.95,32.85,0.0,9.9,7.95,6.5,0.0,0.0,7.95,0.0,5.0,15.9,7.5,0.0,29.75,4.96,24.88,10.83,10.79,0.0,0.0,39.83,39.83,22.38,19.92,39.92,2.88,8.29,27.38,0.0,8.25,6.62,5.42,0.0,0.0,6.62,0.0,4.17,13.25,6.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,6,2,0,0,43.0
2022-07-01,2022,13.8,31.0388,23.3,78.7,0.8699505207021475,-0.3870550112236581,-0.183584899931055,-0.4559797294852988,6.0,4.0,5.0,8.0,2.0,1.0,7.0,6.0,4.0,10.0,5.0,2.0,20.0,8.0,13.0,3.0,2.0,0.0,4.0,0.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,35.7,23.8,49.75,52.0,25.9,3.95,66.5,71.7,47.8,89.5,59.75,47.9,69.0,79.6,142.35,26.85,9.9,0.0,26.0,0.0,22.5,7.95,39.75,12.5,31.8,7.5,6.95,29.75,19.83,41.46,43.33,21.58,3.29,55.42,59.75,39.83,74.58,49.79,39.92,57.5,66.33,118.62,22.38,8.25,0.0,21.67,0.0,18.75,6.62,33.12,10.42,26.5,6.25,5.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,3,0,0,130.0
2022-07-02,2022,12.9,135.0264,25.8,86.2,0.6817772501084454,0.4028622369479562,0.078781930432434,0.507283386975716,11.0,8.0,5.0,8.0,2.0,0.0,12.0,9.0,8.0,3.0,8.0,1.0,14.0,6.0,12.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,65.45,47.6,49.75,52.0,25.9,0.0,114.0,107.55,95.6,26.85,95.6,23.95,48.3,59.7,131.4,17.9,9.9,7.95,52.0,0.0,0.0,0.0,15.9,12.5,15.9,15.0,0.0,54.54,39.67,41.46,43.33,21.58,0.0,95.0,89.62,79.67,22.38,79.67,19.96,40.25,49.75,109.5,14.92,8.25,6.62,43.33,0.0,0.0,0.0,13.25,10.42,13.25,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,7,3,0,0,131.0
2022-07-03,2022,12.6,19.939,28.6,82.7,0.6190528265772112,-0.4713720208599539,0.3726327804395418,0.057760599293909,3.0,3.0,3.0,4.0,2.0,0.0,4.0,8.0,4.0,8.0,1.0,1.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,17.85,17.85,29.85,26.0,25.9,0.0,38.0,95.6,47.8,71.6,11.95,23.95,34.5,29.85,10.95,17.9,9.9,0.0,13.0,0.0,7.5,7.95,31.8,7.5,7.95,0.0,0.0,14.88,14.88,24.88,21.67,21.58,0.0,31.67,79.67,39.83,59.67,9.96,19.96,28.75,24.88,9.12,14.92,8.25,0.0,10.83,0.0,6.25,6.62,26.5,6.25,6.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,7,3,0,0,71.0
2022-07-04,2022,12.1,30.5562,35.0,81.1,0.5145121206918212,-0.3907209681643666,1.0442918661700735,-0.1477355322177752,3.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,17.85,5.95,19.9,26.0,12.95,0.0,28.5,11.95,23.9,32.22,11.95,23.95,11.04,19.9,32.85,8.95,4.95,0.0,0.0,0.0,0.0,7.95,0.0,7.5,0.0,15.0,0.0,14.88,4.96,16.58,21.67,10.79,0.0,23.75,9.96,19.92,26.85,9.96,19.96,9.2,16.58,27.38,7.46,4.12,0.0,0.0,0.0,0.0,6.62,0.0,6.25,0.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,7,3,0,0,40.0
2022-07-05,2022,13.3,1.905,22.9,73.8,0.7654098148167574,-0.608363043381167,-0.2255635927892134,-1.0853116322398293,5.0,0.0,5.0,9.0,1.0,0.0,1.0,6.0,7.0,6.0,2.0,0.0,11.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,1.0,3.0,6.0,1.0,2.0,1.0,29.75,0.0,49.75,58.5,12.95,0.0,9.5,71.7,83.65,53.7,23.9,0.0,37.95,0.0,54.75,0.0,0.0,23.85,26.0,0.0,22.5,7.95,23.85,15.0,7.95,15.0,6.95,24.79,0.0,41.46,48.75,10.79,0.0,7.92,59.75,69.71,44.75,19.92,0.0,31.62,0.0,45.62,0.0,0.0,19.88,21.67,0.0,18.75,6.62,19.88,12.5,6.62,12.5,5.79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7,3,0,0,82.0
2022-07-06,2022,14.0,11.1506,34.9,88.9,0.9117668030563032,-0.5381310262012775,1.033797192955534,0.8540581089016817,9.0,5.0,4.0,6.0,2.0,0.0,6.0,7.0,4.0,4.0,4.0,1.0,6.0,5.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,53.55,29.75,39.8,39.0,25.9,0.0,57.0,83.65,47.8,35.8,47.8,23.95,20.7,49.75,54.75,8.95,0.0,7.95,13.0,8.5,15.0,0.0,0.0,7.5,7.95,15.0,0.0,44.62,24.79,33.17,32.5,21.58,0.0,47.5,69.71,39.83,29.83,39.83,19.96,17.25,41.46,45.62,7.46,0.0,6.62,10.83,7.08,12.5,0.0,0.0,6.25,6.62,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,7,3,0,0,81.0
2022-07-07,2022,14.9,0.0,23.6,82.3,1.0999400736500056,-0.6228339260418585,-0.1521008802874362,0.0063865664159875,8.0,6.0,5.0,9.0,2.0,0.0,3.0,4.0,10.0,5.0,3.0,1.0,11.0,4.0,7.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,47.6,35.7,49.75,58.5,25.9,0.0,28.5,47.8,119.5,44.75,35.85,23.95,37.95,39.8,76.65,8.95,0.0,7.95,32.5,8.5,7.5,15.9,23.85,2.5,7.95,7.5,0.0,39.67,29.75,41.46,48.75,21.58,0.0,23.75,39.83,99.58,37.29,29.88,19.96,31.62,33.17,63.88,7.46,0.0,6.62,27.08,7.08,6.25,13.25,19.88,2.08,6.62,6.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,7,3,0,0,95.0
2022-07-08,2022,14.6,0.0,29.1,86.9,1.0372156501187713,-0.6228339260418585,0.4251061465122396,0.5971879445120777,9.0,12.0,5.0,7.0,2.0,0.0,8.0,10.0,14.0,7.0,2.0,0.0,10.0,4.0,8.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,2.0,5.0,2.0,3.0,0.0,53.55,71.4,49.75,45.5,25.9,0.0,76.0,119.5,167.3,62.65,23.9,0.0,34.5,39.8,87.6,8.95,14.85,0.0,39.0,8.5,0.0,7.95,15.9,12.5,15.9,22.5,0.0,44.62,59.5,41.46,37.92,21.58,0.0,63.33,99.58,139.42,52.21,19.92,0.0,28.75,33.17,73.0,7.46,12.38,0.0,32.5,7.08,0.0,6.62,13.25,10.42,13.25,18.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,3,0,0,122.0
2022-07-09,2022,15.2,9.372599999999998,25.8,74.2,1.1626644971812392,-0.5516371833512563,0.078781930432434,-1.0339375993619078,14.0,6.0,10.0,10.0,7.0,0.0,8.0,16.0,11.0,13.0,8.0,3.0,21.0,8.0,10.0,0.0,1.0,0.0,9.0,4.0,2.0,2.0,0.0,6.0,3.0,2.0,2.0,83.3,35.7,99.5,65.0,90.65,0.0,76.0,191.2,131.45,116.35,95.6,71.85,72.45,79.6,109.5,0.0,4.95,0.0,58.5,34.0,15.0,15.9,0.0,15.0,23.85,15.0,13.9,69.42,29.75,82.92,54.17,75.54,0.0,63.33,159.33,109.54,96.96,79.67,59.88,60.38,66.33,91.25,0.0,4.12,0.0,48.75,28.33,12.5,13.25,0.0,12.5,19.88,12.5,11.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,7,3,0,0,176.0
2022-07-10,2022,17.6,0.0,22.1,76.6,1.664459885431112,-0.6228339260418585,-0.3095209785055297,-0.725693402094384,12.0,7.0,4.0,9.0,4.0,0.0,6.0,6.0,14.0,8.0,9.0,0.0,12.0,3.0,6.0,0.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,71.4,41.65,39.8,58.5,51.8,0.0,57.0,71.7,167.3,71.6,107.55,0.0,41.4,29.85,65.7,0.0,9.9,7.95,45.5,8.5,7.5,15.9,31.8,7.5,7.95,7.5,0.0,59.5,34.71,33.17,48.75,43.17,0.0,47.5,59.75,139.42,59.67,89.62,0.0,34.5,24.88,54.75,0.0,8.25,6.62,37.92,7.08,6.25,13.25,26.5,6.25,6.62,6.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,7,3,0,0,123.0
2022-07-11,2022,17.1,0.0,24.6,77.7,1.559919179545722,-0.6228339260418585,-0.0471541481420406,-0.5844148116801008,6.0,1.0,2.0,6.0,1.0,0.0,5.0,9.0,12.0,3.0,3.0,1.0,8.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,35.7,5.95,19.9,39.0,12.95,0.0,47.5,107.55,143.4,26.85,35.85,23.95,27.6,19.9,43.8,8.95,4.95,0.0,13.0,0.0,0.0,0.0,23.85,5.0,7.95,15.0,0.0,29.75,4.96,16.58,32.5,10.79,0.0,39.58,89.62,119.5,22.38,29.88,19.96,23.0,16.58,36.5,7.46,4.12,0.0,10.83,0.0,0.0,0.0,19.88,4.17,6.62,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,7,3,0,0,75.0
2022-07-12,2022,16.4,9.779,25.1,77.9,1.413562191306175,-0.5485500617169754,0.0053192179306571,-0.55872779524114,10.0,4.0,2.0,4.0,1.0,1.0,7.0,7.0,3.0,6.0,4.0,1.0,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,59.5,23.8,19.9,26.0,12.95,3.95,66.5,83.65,35.85,53.7,47.8,23.95,51.75,9.95,43.8,0.0,0.0,0.0,0.0,0.0,7.5,0.0,23.85,2.5,0.0,15.0,0.0,49.58,19.83,16.58,21.67,10.79,3.29,55.42,69.71,29.88,44.75,39.83,19.96,43.12,8.29,36.5,0.0,0.0,0.0,0.0,0.0,6.25,0.0,19.88,2.08,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7,3,0,0,77.0
2022-07-13,2022,13.5,8.712200000000001,26.4,76.2,0.8072260971709133,-0.5566537560069627,0.1417499697196712,-0.7770674349723038,10.0,9.0,2.0,1.0,1.0,0.0,5.0,12.0,4.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,59.5,53.55,19.9,6.5,12.95,0.0,47.5,143.4,47.8,35.8,23.9,47.9,13.8,29.85,0.0,0.0,4.95,0.0,26.0,0.0,30.0,7.95,0.0,2.5,0.0,7.5,0.0,49.58,44.62,16.58,5.42,10.79,0.0,39.58,119.5,39.83,29.83,19.92,39.92,11.5,24.88,0.0,0.0,4.12,0.0,21.67,0.0,25.0,6.62,0.0,2.08,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,7,3,0,0,71.0
2022-07-14,2022,13.8,4.3942,24.0,77.3,0.8699505207021475,-0.5894544233711968,-0.1101221874292781,-0.6357888445580223,4.0,3.0,6.0,12.0,1.0,0.0,4.0,3.0,8.0,3.0,5.0,2.0,7.0,2.0,3.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,23.8,17.85,59.7,78.0,12.95,0.0,38.0,35.85,95.6,26.85,59.75,47.9,24.15,19.9,32.85,17.9,0.0,7.95,32.5,0.0,15.0,0.0,15.9,7.5,23.85,0.0,0.0,19.83,14.88,49.75,65.0,10.79,0.0,31.67,29.88,79.67,22.38,49.79,39.92,20.12,16.58,27.38,14.92,0.0,6.62,27.08,0.0,12.5,0.0,13.25,6.25,19.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,7,3,0,0,81.0
2022-07-15,2022,14.8,102.51439999999998,24.2,80.5,1.0790319324729276,0.1558925062054875,-0.0891328410001991,-0.2247965815346556,8.0,4.0,3.0,2.0,4.0,0.0,3.0,3.0,8.0,7.0,0.0,1.0,12.0,6.0,6.0,0.0,1.0,0.0,10.0,2.0,5.0,1.0,3.0,9.0,1.0,2.0,2.0,47.6,23.8,29.85,13.0,51.8,0.0,28.5,35.85,95.6,62.65,0.0,23.95,41.4,59.7,65.7,0.0,4.95,0.0,65.0,17.0,37.5,7.95,23.85,22.5,7.95,15.0,13.9,39.67,19.83,24.88,10.83,43.17,0.0,23.75,29.88,79.67,52.21,0.0,19.96,34.5,49.75,54.75,0.0,4.12,0.0,54.17,14.17,31.25,6.62,19.88,18.75,6.62,12.5,11.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,3,0,0,103.0
