Date,Year,Temp Avg (°C),Precipitation (mm),Windspeed (km/h),Humidity (%),Temp Avg (°C)_norm,Precipitation (mm)_norm,Windspeed (km/h)_norm,Humidity (%)_norm,Qty (Sales)_BRUSHETTA CLASSICA - 2502,Qty (Sales)_FOC ROSEMARY - 7512,Qty (Sales)_LASAGNE - 3513,Qty (Sales)_MOZZARELLA FRITTA - 2003,Qty (Sales)_NONNAS BURGER - 6502,Qty (Sales)_ONION RINGS - 7507,Qty (Sales)_PENNE ARRABBIATA - 3500,Qty (Sales)_PENNE CON POLLO - 3507,Qty (Sales)_PENNE SALSICCIA - 3506,Qty (Sales)_PZ MARGHERITA - 4500,Qty (Sales)_PZ MESSICANA - 4504,Qty (Sales)_RIBEYE STEAK - 6501,Qty (Sales)_SKINNY FRIES - 7510,Qty (Sales)_SPAG BOLGNESE - 3504,Qty (Sales)_SPAG CARBONARA - 3503,Qty (Sales)_SPAG POMODORO - 3502,Qty (Sales)_TA FOC ROSE - 25600,Qty (Sales)_TA LASAGNE - 25200,Qty (Sales)_TA MARG PZ - 25300,Qty (Sales)_TA NONNAS BURGER - 25106,Qty (Sales)_TA PENNE ARRABBIATA - 25208,Qty (Sales)_TA PENNE POLLO - 25206,Qty (Sales)_TA PENNE SALSICCIA - 25204,Qty (Sales)_TA SKINNY FRIES - 25505,Qty (Sales)_TA SPAG BOLOGNESE - 25203,Qty (Sales)_TA SPAG CARBONARA - 25202,Qty (Sales)_TA SPAG POMODORO - 25209,Gross Rev._BRUSHETTA CLASSICA - 2502,Gross Rev._FOC ROSEMARY - 7512,Gross Rev._LASAGNE - 3513,Gross Rev._MOZZARELLA FRITTA - 2003,Gross Rev._NONNAS BURGER - 6502,Gross Rev._ONION RINGS - 7507,Gross Rev._PENNE ARRABBIATA - 3500,Gross Rev._PENNE CON POLLO - 3507,Gross Rev._PENNE SALSICCIA - 3506,Gross Rev._PZ MARGHERITA - 4500,Gross Rev._PZ MESSICANA - 4504,Gross Rev._RIBEYE STEAK - 6501,Gross Rev._SKINNY FRIES - 7510,Gross Rev._SPAG BOLGNESE - 3504,Gross Rev._SPAG CARBONARA - 3503,Gross Rev._SPAG POMODORO - 3502,Gross Rev._TA FOC ROSE - 25600,Gross Rev._TA LASAGNE - 25200,Gross Rev._TA MARG PZ - 25300,Gross Rev._TA NONNAS BURGER - 25106,Gross Rev._TA PENNE ARRABBIATA - 25208,Gross Rev._TA PENNE POLLO - 25206,Gross Rev._TA PENNE SALSICCIA - 25204,Gross Rev._TA SKINNY FRIES - 25505,Gross Rev._TA SPAG BOLOGNESE - 25203,Gross Rev._TA SPAG CARBONARA - 25202,Gross Rev._TA SPAG POMODORO - 25209,Net Rev._BRUSHETTA CLASSICA - 2502,Net Rev._FOC ROSEMARY - 7512,Net Rev._LASAGNE - 3513,Net Rev._MOZZARELLA FRITTA - 2003,Net Rev._NONNAS BURGER - 6502,Net Rev._ONION RINGS - 7507,Net Rev._PENNE ARRABBIATA - 3500,Net Rev._PENNE CON POLLO - 3507,Net Rev._PENNE SALSICCIA - 3506,Net Rev._PZ MARGHERITA - 4500,Net Rev._PZ MESSICANA - 4504,Net Rev._RIBEYE STEAK - 6501,Net Rev._SKINNY FRIES - 7510,Net Rev._SPAG BOLGNESE - 3504,Net Rev._SPAG CARBONARA - 3503,Net Rev._SPAG POMODORO - 3502,Net Rev._TA FOC ROSE - 25600,Net Rev._TA LASAGNE - 25200,Net Rev._TA MARG PZ - 25300,Net Rev._TA NONNAS BURGER - 25106,Net Rev._TA PENNE ARRABBIATA - 25208,Net Rev._TA PENNE POLLO - 25206,Net Rev._TA PENNE SALSICCIA - 25204,Net Rev._TA SKINNY FRIES - 25505,Net Rev._TA SPAG BOLOGNESE - 25203,Net Rev._TA SPAG CARBONARA - 25202,Net Rev._TA SPAG POMODORO - 25209,Day of the Week_Friday,Day of the Week_Monday,Day of the Week_Saturday,Day of the Week_Sunday,Day of the Week_Thursday,Day of the Week_Tuesday,Day of the Week_Wednesday,Is_Holiday,Is_Weekend,Month,Quarter,Dish_Type_Side,Dish_Type_Starter,Total_Daily_Sales
2023-01-18,2023,1.8,2.5654,18.8,77.3,-1.6390264205472136,-0.6033464707254607,-0.6558451945853353,-0.6357888445580223,3.0,0.0,4.0,5.0,3.0,0.0,0.0,3.0,7.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,19.35,0.0,39.8,32.5,38.85,0.0,0.0,35.85,83.65,0.0,11.95,74.85,3.45,0.0,35.85,0.0,0.0,0.0,37.5,0.0,0.0,25.5,8.5,0.0,0.0,8.5,0.0,16.12,0.0,33.17,27.08,32.38,0.0,0.0,29.88,69.71,0.0,9.96,62.38,2.88,0.0,29.88,0.0,0.0,0.0,31.25,0.0,0.0,21.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,43.0
2023-01-19,2023,0.5,3.175,22.5,85.4,-1.9108322558492277,-0.5987157882740394,-0.2675422856473716,0.4045353212198747,1.0,0.0,1.0,3.0,2.0,0.0,1.0,5.0,3.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,6.45,0.0,9.95,19.5,25.9,0.0,9.5,59.75,35.85,17.9,11.95,0.0,13.8,0.0,23.9,0.0,4.95,0.0,0.0,0.0,17.0,0.0,34.0,5.0,0.0,8.5,0.0,5.38,0.0,8.29,16.25,21.58,0.0,7.92,49.79,29.88,14.92,9.96,0.0,11.5,0.0,19.92,0.0,4.12,0.0,0.0,0.0,14.17,0.0,28.33,4.17,0.0,7.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,35.0
2023-01-20,2023,-1.3,1.2192,12.3,89.7,-2.2871787970366317,-0.6135725611390159,-1.3379989535304069,0.9568061746575228,7.0,6.0,9.0,7.0,2.0,0.0,8.0,9.0,16.0,13.0,7.0,2.0,11.0,1.0,8.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.15,35.7,89.55,45.5,25.9,0.0,76.0,107.55,191.2,116.35,83.65,49.9,37.95,9.95,95.6,8.95,0.0,17.0,45.0,0.0,0.0,0.0,8.5,0.0,0.0,8.5,0.0,37.62,29.75,74.62,37.92,21.58,0.0,63.33,89.62,159.33,96.96,69.71,41.58,31.62,8.29,79.67,7.46,0.0,14.17,37.5,0.0,0.0,0.0,7.08,0.0,0.0,7.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,117.0
2023-01-21,2023,1.7,12.7254,20.0,88.3,-1.6599345617242915,-0.5261684298684393,-0.5299091160108605,0.7769970595847994,6.0,5.0,14.0,17.0,10.0,1.0,3.0,14.0,10.0,7.0,6.0,4.0,17.0,4.0,16.0,2.0,1.0,0.0,10.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,0.0,38.7,29.75,139.3,110.5,129.5,3.95,28.5,167.3,119.5,62.65,71.7,99.8,58.65,39.8,191.2,17.9,4.95,0.0,75.0,17.9,25.5,25.5,34.0,10.0,34.0,8.5,0.0,32.25,24.79,116.08,92.08,107.92,3.29,23.75,139.42,99.58,52.21,59.75,83.17,48.88,33.17,159.33,14.92,4.12,0.0,62.5,14.92,21.25,21.25,28.33,8.33,28.33,7.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,168.0
2023-01-22,2023,6.7,89.86519999999999,22.5,91.9,-0.6145275028703912,0.0598058453384958,-0.2675422856473716,1.2393633554860874,4.0,2.0,8.0,6.0,8.0,0.0,2.0,5.0,7.0,5.0,4.0,0.0,12.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,25.8,11.9,79.6,39.0,103.6,0.0,19.0,59.75,83.65,44.75,47.8,0.0,41.4,19.9,83.65,0.0,0.0,8.5,0.0,0.0,8.5,17.0,0.0,5.0,0.0,17.0,0.0,21.5,9.92,66.33,32.5,86.33,0.0,15.83,49.79,69.71,37.29,39.83,0.0,34.5,16.58,69.71,0.0,0.0,7.08,0.0,0.0,7.08,14.17,0.0,4.17,0.0,14.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,80.0
2023-01-23,2023,8.1,30.784799999999997,19.7,95.1,-0.3218135263912992,-0.3889844622450836,-0.5613931356544793,1.6503556185094523,2.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,12.9,0.0,29.85,19.5,0.0,0.0,19.0,11.95,35.85,17.9,0.0,0.0,13.8,0.0,23.9,8.95,0.0,0.0,22.5,8.95,17.0,0.0,8.5,10.0,0.0,0.0,0.0,10.75,0.0,24.88,16.25,0.0,0.0,15.83,9.96,29.88,14.92,0.0,0.0,11.5,0.0,19.92,7.46,0.0,0.0,18.75,7.46,14.17,0.0,7.08,8.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,34.0
2023-01-24,2023,8.8,3.759199999999999,18.4,92.5,-0.1754565381517529,-0.5942780509247606,-0.6978238874434938,1.316424404802968,6.0,3.0,1.0,4.0,0.0,0.0,3.0,4.0,5.0,5.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,38.7,17.85,9.95,26.0,0.0,0.0,28.5,47.8,59.75,44.75,11.95,0.0,10.35,0.0,47.8,0.0,0.0,0.0,15.0,0.0,25.5,8.5,8.5,2.5,8.5,0.0,30.0,32.25,14.88,8.29,21.67,0.0,0.0,23.75,39.83,49.79,37.29,9.96,0.0,8.62,0.0,39.83,0.0,0.0,0.0,12.5,0.0,21.25,7.08,7.08,2.08,7.08,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0,52.0
2023-01-25,2023,7.6,36.5252,29.6,83.9,-0.4263542322766892,-0.3453788691608665,0.4775795125849374,0.2118826979276717,6.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,3.0,0.0,3.0,1.0,2.0,0.0,9.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,38.7,17.85,29.85,19.5,0.0,0.0,28.5,59.75,35.85,0.0,35.85,24.95,6.9,0.0,107.55,0.0,4.95,0.0,30.0,8.95,25.5,0.0,8.5,10.0,0.0,8.5,0.0,32.25,14.88,24.88,16.25,0.0,0.0,23.75,49.79,29.88,0.0,29.88,20.79,5.75,0.0,89.62,0.0,4.12,0.0,25.0,7.46,21.25,0.0,7.08,8.33,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,56.0
2023-01-26,2023,2.5,3.7846,12.6,88.1,-1.4926694323076677,-0.5940851058226181,-1.3065149338867883,0.7513100431458386,2.0,6.0,3.0,4.0,2.0,1.0,6.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,12.9,35.7,29.85,26.0,25.9,3.95,57.0,83.65,11.95,0.0,11.95,0.0,20.7,0.0,59.75,0.0,0.0,0.0,37.5,0.0,8.5,8.5,8.5,5.0,17.0,0.0,0.0,10.75,29.75,24.88,21.67,21.58,3.29,47.5,69.71,9.96,0.0,9.96,0.0,17.25,0.0,49.79,0.0,0.0,0.0,31.25,0.0,7.08,7.08,7.08,4.17,14.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,56.0
2023-01-27,2023,1.2,0.9652,15.9,92.3,-1.7644752676096818,-0.6155020121604415,-0.9601907178069826,1.2907373883640072,6.0,8.0,3.0,15.0,3.0,0.0,14.0,11.0,8.0,12.0,4.0,2.0,21.0,1.0,8.0,0.0,3.0,4.0,13.0,0.0,1.0,2.0,7.0,5.0,6.0,3.0,0.0,38.7,47.6,29.85,97.5,38.85,0.0,133.0,131.45,95.6,107.4,47.8,49.9,72.45,9.95,95.6,0.0,14.85,34.0,97.5,0.0,8.5,17.0,59.5,12.5,51.0,25.5,0.0,32.25,39.67,24.88,81.25,32.38,0.0,110.83,109.54,79.67,89.5,39.83,41.58,60.38,8.29,79.67,0.0,12.38,28.33,81.25,0.0,7.08,14.17,49.58,10.42,42.5,21.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,160.0
2023-01-28,2023,5.2,5.5118,20.5,89.6,-0.9281496205265612,-0.5809648388769244,-0.4774357499381628,0.9439626664380416,17.0,7.0,14.0,12.0,7.0,2.0,13.0,11.0,19.0,6.0,8.0,4.0,23.0,4.0,17.0,0.0,1.0,2.0,21.0,0.0,3.0,4.0,8.0,13.0,3.0,4.0,2.0,109.65,41.65,139.3,78.0,90.65,7.9,123.5,131.45,227.05,53.7,95.6,99.8,79.35,39.8,203.15,0.0,4.95,17.0,157.5,0.0,25.5,34.0,68.0,32.5,25.5,34.0,15.0,91.38,34.71,116.08,65.0,75.54,6.58,102.92,109.54,189.21,44.75,79.67,83.17,66.12,33.17,169.29,0.0,4.12,14.17,131.25,0.0,21.25,28.33,56.67,27.08,21.25,28.33,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,225.0
2023-01-29,2023,7.1,62.357,41.1,85.3,-0.5308949381620792,-0.1491537002818895,1.684466932256987,0.3916918130003934,3.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.35,0.0,39.8,13.0,0.0,0.0,19.0,35.85,11.95,26.85,23.9,0.0,17.25,9.95,71.7,0.0,0.0,0.0,7.5,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,16.12,0.0,33.17,10.83,0.0,0.0,15.83,29.88,9.96,22.38,19.92,0.0,14.38,8.29,59.75,0.0,0.0,0.0,6.25,0.0,0.0,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,35.0
2023-01-30,2023,6.5,93.0148,36.1,82.0,-0.6563437852245472,0.0837310380041725,1.159733271530009,-0.0321439582424527,1.0,2.0,5.0,3.0,3.0,0.0,5.0,4.0,7.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,6.45,11.9,49.75,19.5,38.85,0.0,47.5,47.8,83.65,35.8,23.9,0.0,24.15,0.0,0.0,0.0,9.9,0.0,15.0,0.0,17.0,0.0,17.0,12.5,8.5,0.0,0.0,5.38,9.92,41.46,16.25,32.38,0.0,39.58,39.83,69.71,29.83,19.92,0.0,20.12,0.0,0.0,0.0,8.25,0.0,12.5,0.0,14.17,0.0,14.17,10.42,7.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,57.0
2023-01-31,2023,6.0,337.7438,35.5,82.2,-0.7608844911099373,1.942757097147676,1.0967652322427714,-0.0064569418034919,3.0,2.0,1.0,8.0,0.0,0.0,1.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,3.0,2.0,4.0,1.0,3.0,0.0,19.35,11.9,9.95,52.0,0.0,0.0,9.5,47.8,59.75,17.9,23.9,0.0,3.45,9.95,11.95,0.0,4.95,17.0,22.5,0.0,34.0,25.5,17.0,10.0,8.5,25.5,0.0,16.12,9.92,8.29,43.33,0.0,0.0,7.92,39.83,49.79,14.92,19.92,0.0,2.88,8.29,9.96,0.0,4.12,14.17,18.75,0.0,28.33,21.25,14.17,8.33,7.08,21.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0,54.0
2023-02-01,2023,7.1,212.6742,34.3,83.3,-0.5308949381620792,0.9926954141977422,0.9708291536682964,0.1348216486107895,3.0,1.0,4.0,2.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,19.35,5.95,39.8,13.0,12.95,0.0,9.5,59.75,35.85,0.0,0.0,0.0,0.0,0.0,35.85,0.0,9.9,0.0,30.0,26.85,17.0,0.0,8.5,5.0,17.0,8.5,0.0,16.12,4.96,33.17,10.83,10.79,0.0,7.92,49.79,29.88,0.0,0.0,0.0,0.0,0.0,29.88,0.0,8.25,0.0,25.0,22.38,14.17,0.0,7.08,4.17,14.17,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,1,0,0,40.0
2023-02-02,2023,9.5,82.2452,39.4,88.4,-0.0290995499122069,0.0019223146957298,1.5060574876098145,0.7898405678042806,2.0,4.0,3.0,7.0,0.0,0.0,5.0,2.0,9.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,12.9,23.8,29.85,45.5,0.0,0.0,47.5,23.9,107.55,17.9,11.95,0.0,24.15,0.0,11.95,0.0,0.0,8.5,7.5,0.0,17.0,8.5,8.5,2.5,0.0,0.0,0.0,10.75,19.83,24.88,37.92,0.0,0.0,39.58,19.92,89.62,14.92,9.96,0.0,20.12,0.0,9.96,0.0,0.0,7.08,6.25,0.0,14.17,7.08,7.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2,1,0,0,50.0
2023-02-03,2023,8.8,12.2936,34.8,83.3,-0.1754565381517529,-0.5294484966048626,1.0233025197409942,0.1348216486107895,1.0,2.0,2.0,6.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,7.0,2.0,1.0,0.0,6.45,11.9,19.9,39.0,38.85,0.0,28.5,11.95,11.95,0.0,11.95,0.0,20.7,0.0,11.95,17.9,4.95,0.0,7.5,0.0,8.5,25.5,8.5,17.5,17.0,8.5,0.0,5.38,9.92,16.58,32.5,32.38,0.0,23.75,9.96,9.96,0.0,9.96,0.0,17.25,0.0,9.96,14.92,4.12,0.0,6.25,0.0,7.08,21.25,7.08,14.58,14.17,7.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,46.0
2023-02-04,2023,7.2,34.036,40.9,84.0,-0.5099867969850012,-0.3642874891708367,1.6634775858279076,0.2247262061471512,16.0,8.0,8.0,12.0,9.0,1.0,4.0,18.0,15.0,6.0,11.0,2.0,22.0,1.0,14.0,1.0,2.0,0.0,9.0,2.0,1.0,2.0,6.0,6.0,1.0,0.0,3.0,103.2,47.6,79.6,78.0,116.55,3.95,38.0,215.1,179.25,53.7,131.45,49.9,75.9,9.95,167.3,8.95,9.9,0.0,67.5,17.9,8.5,17.0,51.0,15.0,8.5,0.0,22.5,86.0,39.67,66.33,65.0,97.12,3.29,31.67,179.25,149.38,44.75,109.54,41.58,63.25,8.29,139.42,7.46,8.25,0.0,56.25,14.92,7.08,14.17,42.5,12.5,7.08,0.0,18.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,2,1,0,0,180.0
2023-02-05,2023,3.1,0.0,14.2,84.9,-1.3672205852451995,-0.6228339260418585,-1.1386001624541553,0.3403177801224737,8.0,6.0,7.0,13.0,2.0,0.0,13.0,1.0,10.0,7.0,7.0,1.0,14.0,3.0,10.0,2.0,1.0,0.0,3.0,0.0,6.0,3.0,3.0,5.0,2.0,2.0,2.0,51.6,35.7,69.65,84.5,25.9,0.0,123.5,11.95,119.5,62.65,83.65,24.95,48.3,29.85,119.5,17.9,4.95,0.0,22.5,0.0,51.0,25.5,25.5,12.5,17.0,17.0,15.0,43.0,29.75,58.04,70.42,21.58,0.0,102.92,9.96,99.58,52.21,69.71,20.79,40.25,24.88,99.58,14.92,4.12,0.0,18.75,0.0,42.5,21.25,21.25,10.42,14.17,14.17,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2,1,0,0,131.0
2023-02-06,2023,6.5,0.0,28.3,84.5,-0.6563437852245472,-0.6228339260418585,0.3411487607959231,0.2889437472445522,5.0,0.0,2.0,11.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.25,0.0,19.9,71.5,38.85,0.0,9.5,23.9,47.8,0.0,0.0,0.0,3.45,0.0,59.75,0.0,0.0,0.0,30.0,0.0,0.0,8.5,0.0,0.0,0.0,8.5,0.0,26.88,0.0,16.58,59.58,32.38,0.0,7.92,19.92,39.83,0.0,0.0,0.0,2.88,0.0,49.79,0.0,0.0,0.0,25.0,0.0,0.0,7.08,0.0,0.0,0.0,7.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,40.0
2023-02-07,2023,7.4,27.1272,18.6,88.9,-0.4681705146308451,-0.4167685569536113,-0.6768345410144143,0.8540581089016817,2.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,12.9,11.9,29.85,19.5,12.95,0.0,19.0,11.95,11.95,8.95,23.9,0.0,13.8,0.0,11.95,0.0,0.0,8.5,0.0,0.0,0.0,0.0,8.5,10.0,0.0,0.0,0.0,10.75,9.92,24.88,16.25,10.79,0.0,15.83,9.96,9.96,7.46,19.92,0.0,11.5,0.0,9.96,0.0,0.0,7.08,0.0,0.0,0.0,0.0,7.08,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,0,0,29.0
2023-02-08,2023,6.7,77.2922,46.7,82.1,-0.6145275028703912,-0.035701980222068,2.2721686322712027,-0.0193004500229732,6.0,4.0,3.0,1.0,4.0,0.0,1.0,8.0,3.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,38.7,23.8,29.85,6.5,51.8,0.0,9.5,95.6,35.85,8.95,35.85,0.0,10.35,0.0,47.8,0.0,0.0,0.0,30.0,0.0,8.5,0.0,25.5,5.0,8.5,0.0,0.0,32.25,19.83,24.88,5.42,43.17,0.0,7.92,79.67,29.88,7.46,29.88,0.0,8.62,0.0,39.83,0.0,0.0,0.0,25.0,0.0,7.08,0.0,21.25,4.17,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,1,0,0,52.0
2023-02-09,2023,5.8,37.490399999999994,31.7,81.5,-0.8027007734640933,-0.3380469552794495,0.6979676500902681,-0.0963614993398536,3.0,8.0,2.0,5.0,0.0,0.0,8.0,8.0,8.0,5.0,1.0,0.0,11.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,19.35,47.6,19.9,32.5,0.0,0.0,76.0,95.6,95.6,44.75,11.95,0.0,37.95,9.95,47.8,8.95,0.0,0.0,30.0,0.0,0.0,8.5,25.5,10.0,17.0,17.0,0.0,16.12,39.67,16.58,27.08,0.0,0.0,63.33,79.67,79.67,37.29,9.96,0.0,31.62,8.29,39.83,7.46,0.0,0.0,25.0,0.0,0.0,7.08,21.25,8.33,14.17,14.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,2,1,0,0,81.0
2023-02-10,2023,8.0,23.926799999999997,41.0,87.4,-0.3427216675683771,-0.441079639823573,1.6739722590424473,0.6614054856094786,8.0,4.0,8.0,16.0,4.0,1.0,3.0,4.0,8.0,6.0,3.0,0.0,4.0,0.0,9.0,0.0,2.0,0.0,9.0,1.0,0.0,5.0,1.0,7.0,1.0,1.0,0.0,51.6,23.8,79.6,104.0,51.8,3.95,28.5,47.8,95.6,53.7,35.85,0.0,13.8,0.0,107.55,0.0,9.9,0.0,67.5,8.95,0.0,42.5,8.5,17.5,8.5,8.5,0.0,43.0,19.83,66.33,86.67,43.17,3.29,23.75,39.83,79.67,44.75,29.88,0.0,11.5,0.0,89.62,0.0,8.25,0.0,56.25,7.46,0.0,35.42,7.08,14.58,7.08,7.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,105.0
2023-02-11,2023,8.7,4.3942,27.2,88.6,-0.1963646793288312,-0.5894544233711968,0.2257073554359877,0.8155275842432396,4.0,9.0,8.0,15.0,10.0,1.0,9.0,6.0,13.0,13.0,11.0,4.0,16.0,0.0,11.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,25.8,53.55,79.6,97.5,129.5,3.95,85.5,71.7,155.35,116.35,131.45,99.8,55.2,0.0,131.45,0.0,14.85,0.0,60.0,0.0,8.5,0.0,25.5,2.5,0.0,0.0,7.5,21.5,44.62,66.33,81.25,107.92,3.29,71.25,59.75,129.46,96.96,109.54,83.17,46.0,0.0,109.54,0.0,12.38,0.0,50.0,0.0,7.08,0.0,21.25,2.08,0.0,0.0,6.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,2,1,0,0,147.0
2023-02-12,2023,8.0,0.0,18.8,75.7,-0.3427216675683771,-0.6228339260418585,-0.6558451945853353,-0.8412849760697048,6.0,7.0,3.0,12.0,10.0,0.0,2.0,5.0,12.0,9.0,1.0,0.0,16.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,3.0,4.0,1.0,8.0,0.0,0.0,0.0,38.7,41.65,29.85,78.0,129.5,0.0,19.0,59.75,143.4,80.55,11.95,0.0,55.2,9.95,35.85,8.95,4.95,0.0,30.0,0.0,25.5,34.0,8.5,20.0,0.0,0.0,0.0,32.25,34.71,24.88,65.0,107.92,0.0,15.83,49.79,119.5,67.12,9.96,0.0,46.0,8.29,29.88,7.46,4.12,0.0,25.0,0.0,21.25,28.33,7.08,16.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2,1,0,0,109.0
2023-02-13,2023,5.8,0.0,14.0,79.2,-0.8027007734640933,-0.6228339260418585,-1.1595895088832342,-0.3917621883878978,4.0,4.0,1.0,2.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,4.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,25.8,23.8,9.95,13.0,0.0,0.0,38.0,35.85,35.85,17.9,23.9,0.0,13.8,0.0,59.75,8.95,0.0,8.5,7.5,0.0,17.0,0.0,34.0,2.5,8.5,8.5,0.0,21.5,19.83,8.29,10.83,0.0,0.0,31.67,29.88,29.88,14.92,19.92,0.0,11.5,0.0,49.79,7.46,0.0,7.08,6.25,0.0,14.17,0.0,28.33,2.08,7.08,7.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,46.0
